,input_text,target_text
3434,"O livro é o primeiro no país a descrever esse aspecto da arqueologia, em geral associado negativamente com a ""caça a tesouros"". ","O livro é o primeiro no país a descrever esse aspecto da arqueologia, em geral ligado de maneira negativa com a ""caça a tesouros"". "
3464,"Agora, ele informa que um deles está atravessando a vastidão da galáxia a uma velocidade exorbitante, vindo direto para cá. ","Agora, ele informa que um deles está atravessando a galáxia a uma velocidade excessiva, vindo direto para cá. "
476,"Nancy disse que seu partido não dará a Bush um ""cheque em branco"" para sua nova estratégia no Iraque -- classificada por líderes democratas de uma ""perigosa escalada"" do conflito. ","Nancy disse que seu partido não dará um ""cheque em branco"" a Bush para a nova estratégia no Iraque. "
974,"Pelo menos outros dez navios também afundaram ou encalharam depois de atingidos pelas ondas de até 5,5 metros durante a mesma tempestade, nas proximidades do Estreito de Cherson, na passagem entre o Mar Negro e o Mar de Azov. ",Pelo menos outros dez navios também afundaram ou ficaram presos na areia depois de atingidos pelas ondas durante a mesma tempestade. 
2097,"--se o sucesso que estamos vendo continuar, será possível manter o mesmo nível de segurança com menos soldados americanos -- disse o presidente. ","-- Se o sucesso que estamos vendo continuar, será possível manter um nível igual de segurança com menos soldados americanos -- disse o presidente. "
1677,A campanha parece estar dando resultados -- o site na internet (yosoydelosreyesmagos) recebeu mais de 30 mil visitas apenas nos primeiros dias e a causa conseguiu espaço na imprensa. ,A campanha parece estar dando resultados. 
1468,"Não é um estudo conclusivo, traz apenas diretrizes, e ainda será discutido e aprofundado explica Sílvia Pagel, engenheira florestal da Fundação Estadual de Proteção Ambiental (Fepam). ",Não é um estudo definitivo. 
1493,"Na última visita ao Estado antes de se tornar oficialmente candidato à reeleição -- o que vai ocorrer no sábado, na convenção nacional do PT, em Brasília --, Lula repetiu a estratégia que vem usando em viagens pelo Brasil. ","Na última visita ao estado antes de se tornar candidato oficial à reeleição, Lula repetiu a estratégia que vem usando em viagens pelo Brasil. "
1059,"Pegou três peruas clandestinas e pagou R$ 6, quando costuma desembolsar R$ 2 por uma passagem de ônibus. ",Ela pegou três peruas ilegais e pagou R$ 6. 
3253,"O biólogo William Eberhard, da Universidade da Costa Rica, descobriu que as larvas desse inseto, ao parasitar a aranha Plesiometa argyra, provocam mudanças no comportamento da hospedeira. ","O biólogo William Eberhard descobriu que as larvas desse inseto, ao viver como parasita na aranha Plesiometa argyra, provocam mudanças no comportamento da aranha. "
2681,Ela já está acostumada com a função de salva-vidas. ,Ela já está acostumada com a função de salva-vidas. 
3481,"Nem sempre a explosão da supernova acontece de forma simétrica, explica Irapuan Rodrigues, brasileiro que trabalha na equipe do astrônomo argentino Felix Mirabel na França e é co-autor do estudo publicado na revista ""Astronomy & Astrophysics"" (www.edpsciences.com/aa/). ","Nem sempre a explosão da supernova acontece de forma regular, explica Irapuan Rodrigues, brasileiro que trabalha na equipe do astrônomo argentino Felix Mirabel na França e é co-autor do estudo publicado na revista ""Astronomy & Astrophysics"". "
3640,"O ministro da Agricultura, Roberto Rodrigues, afirmou que o uso da soja transgênica ""é uma boa idéia"". ","O ministro da Agricultura Roberto Rodrigues afirmou que o uso da soja transgênica ""é uma boa idéia"". "
1610,"A agonia de Denin, como se chamava o animal, foi acompanhada por pedestres assustados e impotentes, que temiam se aproximar sob o risco de se tornarem vítimas. ",O cavalo se chamava Denin. 
1247,"A suspeita é de que a dengue seja do vírus tipo 3, o mesmo que circula no Brasil. ",A suspeita é de que a dengue seja do vírus tipo 3. 
645,"Mas caso o resgate demore ou uma vida esteja em risco, a orientação básica ao socorrista é que se abaixe o máximo, ficando o mais perto que puder do chão, com um pano molhado no nariz. ","Mas caso o salvamento demore ou uma vida esteja em risco, a orientação básica é que a pessoa se abaixe ao máximo. "
1973,"Considerada um dos grandes testes para a adoção do biodiesel no Brasil, a transformação de capacidade instalada em produção efetiva deve ditar a rapidez da evolução da mistura dos 2% iniciais para uma proporção maior. ",A transformação de capacidade instalada em produção real deve determinar a rapidez da evolução da mistura dos 2% iniciais para uma proporção maior. 
162,"Sem isso, a legenda perderá vantagens como tempo de TV e verba partidária. ","Sem isso, a legenda perderá vantagens como tempo de TV e verba partidária. "
1607,"Amarrado a uma árvore, à mercê de centenas de abelhas, o cavalo de um brigadiano tentou se desvencilhar, com coices e corcoveadas, das ferroadas que o mataram em 40 minutos, ontem de manhã, na Redenção. ",O cavalo de um brigadiano tentou se livrar das picadas que o mataram em 40 minutos ontem de manhã na Redenção. 
2614,"Os brasileiros marcaram 370 pontos em matemática, 14 a mais do que na sondagem de 2003. ","Os brasileiros marcaram 370 pontos em matemática, 14 a mais do que na pesquisa de 2003. "
2571,"Foi no Brasil que Kerry conheceu Tereza, sua mulher. ",Foi no Brasil que Kerry conheceu sua mulher Tereza. 
872,-- Eu posso derrubar o Derly! ,-- Eu posso derrubar o Derly! 
106,"Segundo ele, foram identificados pontos de clonagem na Região Metropolitana, que serão desarticulados em breve. ",O secretário afirma que foram identificados pontos de clonagem na Região Metropolitana. 
1795,"O Projeto Rondon, que completa 40 anos e chegou a ser suspenso em 1989, é uma iniciativa do governo federal. ",O Projeto Rondon completa 40 anos. 
1321,"No último fim de semana, dois irmãos do arcebispo estiveram na localidade, visitando os parentes. ","No último fim de semana, dois irmãos do arcebispo estiveram na localidade. "
698,"A passos lentos, em silêncio, caminha-se até as portas de madeira escura, recém-abertas. ",As pessoas caminham a passos lentos até as portas de madeira escura. 
875,Ele logo vem e recebe do garoto um carinho na bochecha e o mais agradecido dos sorrisos. ,Daniel logo vem e recebe de Yves um carinho na bochecha e o mais agradecido dos sorrisos. 
3273,Foi dado o primeiro passo para a diminuição das filas de espera para transplante de fígado. ,Cientistas britânicos deram o primeiro passo para diminuir as filas de espera para transplante de fígado. 
365,"No evento em Lisboa, personalidades de Hollywood, como a atriz Hillary Swank (Menina de Ouro) e Ben Kingsley (A Lista de Schindler), estarão encarregadas de anunciar os vitoriosos em meio aos shows da cantora e atriz Jennifer Lopez e do tenor José Carreras, entre outros. ",Personalidades de hollywood anunciarão os vitoriosos no evento em Lisboa. 
883,"Diferente como?, ",Diferente como?. 
1784,O cálculo. ,O cálculo. 
2513,"A mesa também discutiu a possibilidade de criar uma sala reservada dentro do cafezinho do Senado, porque os parlamentares têm reclamado da falta de privacidade no seu tradicional ponto de encontro, que agora está restrito aos senadores. ",A mesa também discutiu a possibilidade de criar uma sala reservada dentro do cafezinho do Senado. 
2893,"Para a doutora Jane Cruz Prates, professora da pós-graduação da Faculdade de Serviço Social da Pontifícia Universidade Católica do Rio Grande do Sul (PUCRS), a tendência é de que os conflitos se acentuem. ","Na opinião da doutora Jane Cruz Prates, a tendência é os conflitos aumentarem. "
440,"-- Ele tinha uma voz reconhecível em qualquer lugar do mundo, por qualquer pessoa, mesmo quem não entendesse muito de ópera -- concorda Chaves. ",-- A voz dele era reconhecida em qualquer lugar do mundo. 
220,"Isso faz com que sopre mais vento quente do Norte e aumente ainda mais a temperatura -- avalia Flávio Varone, do 8º Distrito de Meteorologia. ",Isso faz soprar mais vento quente do Norte. 
428,"Para o músico e professor da UFRGS Celso Loureiro Chaves, o cantor é o maior vulto do universo operístico nos últimos 40 anos -- e não só pelo imponente porte físico de 1m90cm de altura. ","Para Celso Loureiro Chaves, Pavarotti é o maior vulto da ópera nos últimos 40 anos. "
2477,"-- Não troco a verdade que meu pai deixou por essas verdades que tem por aí -- comenta Getúlio Manoel Inácio, em sua calma de pescador, quando questionado sobre as dúvidas que ainda podem pairar sobre a relação de amizade entre o pai, o Seu Deca, e Saint-Exupéry, o ""Zé Perri"". ",-- Não troco a verdade que meu pai deixou por essas verdades que tem por aí -- comenta Getúlio Manoel Inácio. 
2852,"Gaúcha indicada para o Prêmio Nobel da Paz em 2005, ela participa de um encontro da organização Mulheres pela Paz ao Redor do Mundo, que reúne aproximadamente mil mulheres. ",Ela é gaúcha. 
2695,Os aposentos privativos onde Bento XVI estará acomodado de hoje a sexta-feira. ,O apartamento exclusivo onde Bento XVI estará acomodado de hoje a sexta-feira. 
966,"-- Cerca de 30 mil pássaros morreram, e não é possível contar a quantidade de peixes mortos. ",-- Cerca de 30 mil pássaros morreram. 
1706,"Enquanto fiscais davam cabo das peças, outras 75 mil já se acumulavam nos depósitos da secretaria. ","No momento em que fiscais davam cabo das peças, outras 75 mil se acumulavam nos depósitos da secretaria. "
3972,"As cúspides [elevações] do dente indicam essa dieta, afirma Tejedor. ",Tejedor afirma: 
1697,"As mercadorias foram apreendidas entre maio e o início de novembro, a maior parte em depósitos e em veículos localizados no Centro. ",Os fiscais apreenderam as mercadorias entre maio e o início de novembro. 
2057,"É a vontade do povo que vai dizer, não a dos oligarcas -- bradou, no comício de sexta. ","É a vontade do povo que vai dizer, não a dos oligarcas -- gritou, no comício de sexta-feira. "
2997,Havia sido a estrela da festa: ,Havia sido a estrela da festa: 
2666,"Bem agasalhada, a estudante de São Leopoldo Abigail Eleutério, 12 anos, tenta explicar as razões pelas quais é preciso cuidado com os animais durante o inverno. ","Muito agasalhada, a estudante de São Leopoldo Abigail Eleutério tenta explicar as razões pelas quais é preciso cuidado com os animais durante o inverno. "
2408,"Aproveitou as chances criadas durante o tempo em que esteve em campo e marcou dois gols, o terceiro e o quarto da goleada da Seleção. ",Aproveitou as chances criadas durante o tempo em que esteve em campo. 
687,"E fulminou um de seus maiores críticos, o bispo Roberto Lücker: ",Chávez disse palavras duras para um de seus maiores críticos. 
1615,"Sem perceber o enxame, apearam de seus cavalos para checar o veículo. ","Sem perceber o enxame, desmontaram de seus cavalos para verificar o veículo. "
1936,"Quem está sempre na rua pode também assinar um serviço wi-fi de algum provedor, ganhar uma senha e ter acesso livre à rede da Vex. ","Quem está sempre na rua pode também assinar um serviço wi-fi de algum provedor, ganhar uma senha e ter acesso livre à rede da Vex. "
427,"Para o músico e professor da UFRGS Celso Loureiro Chaves, o cantor é o maior vulto do universo operístico nos últimos 40 anos -- e não só pelo imponente porte físico de 1m90cm de altura. ","Para Celso Loureiro Chaves, Pavarotti é o maior vulto da ópera nos últimos 40 anos. "
